X,CH1,CH2,
Second,Volt,Volt,
2.15e+00,-5.52e-01,-6.48e-01,
2.15e+00,-6.32e-01,-6.48e-01,
2.16e+00,-7.44e-01,-6.32e-01,
2.16e+00,-6.88e-01,-6.32e-01,
2.16e+00,-5.68e-01,-6.56e-01,
2.17e+00,-6.56e-01,-6.56e-01,
2.17e+00,-7.68e-01,-6.24e-01,
2.18e+00,-7.20e-01,-6.40e-01,
2.18e+00,-5.76e-01,-6.64e-01,
2.18e+00,-6.08e-01,-6.40e-01,
2.19e+00,-7.60e-01,-6.64e-01,
2.19e+00,-7.44e-01,-6.64e-01,
2.20e+00,-5.84e-01,-6.40e-01,
2.20e+00,-5.92e-01,-6.48e-01,
2.20e+00,-7.84e-01,-6.64e-01,
2.21e+00,-7.44e-01,-6.48e-01,
2.21e+00,-5.76e-01,-6.64e-01,
2.22e+00,-5.76e-01,-6.48e-01,
2.22e+00,-7.68e-01,-6.72e-01,
2.22e+00,-7.52e-01,-6.40e-01,
2.23e+00,-5.92e-01,-6.64e-01,
2.23e+00,-6.00e-01,-6.64e-01,
2.24e+00,-7.68e-01,-6.48e-01,
2.24e+00,-7.44e-01,-6.64e-01,
2.24e+00,-5.92e-01,-6.48e-01,
